topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12
0.0042485087,0.001963925,0.022258667,0.0030785836,0.34080052,0.0856475,0.0043580607,0.0046125404,0.004027102,0.04622009,0.3015622,0.1812223
0.022662362,0.75046,0.013020011,0.016421758,0.020791348,0.0340122,0.023246735,0.024604177,0.021481337,0.03512282,0.022910679,0.015266572
0.07855141,0.0064101657,0.0079668565,0.20410174,0.46551332,0.020811835,0.01422452,0.01505513,0.0131442845,0.15086034,0.0140188895,0.009341512
0.22242734,0.01815112,0.02255907,0.02845309,0.036024045,0.058931097,0.04027836,0.04263033,0.03721955,0.2440169,0.22285756,0.026451563
0.011016548,0.0050925342,0.006329242,0.5732547,0.010107017,0.01653389,0.011300622,0.011960497,0.26738417,0.06846213,0.011137259,0.0074213324
0.0037970173,0.0017552178,0.0021814676,0.4101219,0.003483534,0.005698652,0.0038949272,0.0041223634,0.48181668,0.005884733,0.07468566,0.0025578726
0.0070381053,0.0032534504,0.036873844,0.037930302,0.0064570364,0.010562952,0.0072195902,0.040471464,0.0066713216,0.66751397,0.0071152234,0.16889277
0.003667115,0.0016951689,0.002106836,0.0026572903,0.08889341,0.0055036917,0.020867487,0.2605685,0.0034760071,0.24516477,0.0037072967,0.36169243
0.03986841,0.036083754,0.004043542,0.10359091,0.07211764,0.010562952,0.040049896,0.0076411627,0.039501626,0.27355027,0.0071152234,0.3658746
0.0033781824,0.0015616062,0.017698878,0.12851225,0.06613144,0.052344177,0.0034652923,0.0036676407,0.14502451,0.24160622,0.003415198,0.33319458
0.063701935,0.001963925,0.061894286,0.0030785836,0.00389775,0.0063762604,0.0043580607,0.0046125404,0.22202301,0.6209366,0.004295061,0.0028620213
0.0040865364,0.0018890514,0.021410067,0.0029612142,0.17530954,0.044257697,0.042316444,0.0044366894,0.022935836,0.19695608,0.1756917,0.30774915
0.10680219,0.027853737,0.0031212866,0.003936787,0.004984309,0.008153743,0.005572939,0.0058983583,0.00514972,0.03376233,0.18288872,0.6118759
0.35276288,0.0026454856,0.0032879345,0.004146975,0.058641188,0.008589078,0.032565866,0.006213276,0.005424667,0.27582335,0.11256714,0.13733217
0.6372471,0.0068534794,0.14683363,0.0107432855,0.013601919,0.022251138,0.084366165,0.01609631,0.014053316,0.022977717,0.014988407,0.009987552
0.028738337,0.013284648,0.016510788,0.020824572,0.026365688,0.043131165,0.029479384,0.03120077,0.027240667,0.17859386,0.02905323,0.5555769
0.0048218607,0.0022289644,0.025262559,0.25090933,0.18436214,0.007236761,0.004946198,0.09520421,0.027062872,0.052457664,0.0048746956,0.34063274
0.0030863713,0.001426713,0.0017731863,0.031030158,0.0028315594,0.004632098,0.0031659566,0.003350826,0.10370344,0.22073603,0.03191388,0.59234977
0.022662362,0.75046,0.013020011,0.016421758,0.020791348,0.0340122,0.023246735,0.024604177,0.021481337,0.03512282,0.022910679,0.015266572
0.004614289,0.0021330116,0.0026510076,0.024867684,0.0042333314,0.07149737,0.21997374,0.04805776,0.11199406,0.028675415,0.4781939,0.0031084304
0.4550202,0.0086476365,0.010747691,0.0135557465,0.017162735,0.3771266,0.019189594,0.020310128,0.017732302,0.028993003,0.018912189,0.01260217
0.03724169,0.0016666594,0.002071403,0.0026125996,0.0033077744,0.13995612,0.18869777,0.03755062,0.0034175473,0.0055878228,0.5754612,0.0024288169
0.09022353,0.0073626656,0.009150669,0.08583753,0.088908546,0.09820037,0.016338171,0.091588266,0.015097422,0.47046125,0.016101986,0.010729587
0.25804108,0.0022802525,0.0028340055,0.04959413,0.004525556,0.007403278,0.028069852,0.0053554773,0.07370527,0.14570408,0.41916403,0.0033230039
0.09746478,0.007953586,0.09014408,0.33350375,0.015785271,0.18634082,0.017649457,0.018680058,0.17682712,0.026666055,0.017394315,0.011590733
0.005170768,0.02651008,0.002970717,0.027866706,0.077103354,0.0077604093,0.39122134,0.10209314,0.0049012993,0.008013815,0.34290504,0.0034833045
0.061965078,0.3176896,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.40149137,0.004843628,0.00601989,0.00759271,0.00961302,0.06460243,0.059624948,0.011375908,0.0588087,0.016239272,0.30385286,0.05593526
0.14305589,0.0033638878,0.004180799,0.039217837,0.006676219,0.45220286,0.007464657,0.04184526,0.14267665,0.045222856,0.1091909,0.004902182
0.1981294,0.002390251,0.002970717,0.003746878,0.17358267,0.0077604093,0.19826272,0.005613824,0.05314096,0.2492121,0.10170674,0.0034833045
0.35101056,0.028644117,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.4083946,0.076442994,0.0044853035,0.005657181,0.0071624755,0.0117169665,0.0080083385,0.008475969,0.15306838,0.048516624,0.00789257,0.2601786
0.005432847,0.6107274,0.0031212866,0.003936787,0.004984309,0.13486542,0.030915275,0.0058983583,0.05583439,0.008419992,0.005492376,0.13037153
0.0624049,0.364811,0.006329242,0.007982887,0.010107017,0.06792224,0.011300622,0.1147372,0.010442432,0.06846213,0.011137259,0.26436308
0.10239019,0.1859092,0.0017480203,0.0022047267,0.016983889,0.10391398,0.18762374,0.0033032694,0.04546156,0.0047154645,0.28692627,0.058819707
0.007807026,0.44061354,0.0044853035,0.005657181,0.07999658,0.30305338,0.08084244,0.008475969,0.0074001714,0.048516624,0.00789257,0.005259228
0.013866946,0.0064101657,0.84886485,0.0100483615,0.012722085,0.020811835,0.01422452,0.01505513,0.0131442845,0.021491416,0.0140188895,0.009341512
0.025341235,0.7209624,0.014559081,0.01836294,0.023249052,0.038032714,0.025994685,0.02751259,0.024020603,0.039274618,0.025618905,0.017071202
0.0044238507,0.0226807,0.1057202,0.6635487,0.004058616,0.13045374,0.004537924,0.004802907,0.0041933064,0.04812766,0.004472324,0.002980141
0.0362938,0.0029617453,0.063454464,0.27362332,0.48406583,0.03950261,0.00657228,0.0069560544,0.06584664,0.009929868,0.006477271,0.0043161414
0.008764565,0.0040515275,0.00503543,0.57872194,0.008040959,0.29933953,0.008990569,0.050399188,0.008307809,0.013583591,0.008860601,0.0059042773
0.14635958,0.0023339563,0.0029007513,0.4275904,0.24014978,0.054681167,0.028730948,0.005481608,0.07544116,0.007825076,0.005104311,0.0034012664
0.10823142,0.004843628,0.00601989,0.54523593,0.00961302,0.06460243,0.010748285,0.011375908,0.0588087,0.016239272,0.010592908,0.15368858
0.0070381053,0.0032534504,0.004043542,0.26774243,0.0064570364,0.010562952,0.0072195902,0.23745328,0.0066713216,0.3720412,0.072775826,0.0047412417
0.06578551,0.005368408,0.006672111,0.008415338,0.4440319,0.017429568,0.0119128,0.33764142,0.011008121,0.072170876,0.011740589,0.007823362
0.0072770114,0.0033638878,0.004180799,0.31077558,0.3461234,0.21458982,0.007464657,0.00790054,0.040842496,0.045222856,0.007356748,0.004902182
0.0033781824,0.080351815,0.001940838,0.5067053,0.1606797,0.16265047,0.0034652923,0.0036676407,0.003202132,0.036751695,0.03493128,0.0022757233
0.0072770114,0.07125332,0.004180799,0.5823333,0.07456566,0.14670038,0.0753541,0.00790054,0.006897778,0.011278135,0.007356748,0.004902182
0.009138167,0.0042242296,0.005250072,0.47551167,0.051010072,0.013714774,0.009373804,0.009921167,0.051288296,0.2272944,0.13711737,0.006155955
0.0055741076,0.0025766997,0.0032024442,0.91408354,0.0051139076,0.008365751,0.0057178424,0.0060517234,0.031284887,0.008638923,0.005635185,0.0037550156
0.005879876,0.002718045,0.0033781147,0.79966027,0.032822,0.09110737,0.006031495,0.0063836914,0.005573453,0.036540385,0.0059443037,0.0039609973
0.35101056,0.028644117,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.006221138,0.0028757972,0.0035741767,0.0045080036,0.03472695,0.009336828,0.0063815564,0.61616236,0.0058969297,0.29983607,0.0062893047,0.004190889
0.0057229106,0.0026454856,0.0032879345,0.030842355,0.29889962,0.03528446,0.005870482,0.4600348,0.005424667,0.008869542,0.13926253,0.003855257
0.1622199,0.013492555,0.0015119744,0.0019070088,0.051518492,0.0039497335,0.0026995728,0.5061738,0.0024945624,0.249599,0.0026605476,0.0017728606
0.049648203,0.0040515275,0.086802706,0.0063510397,0.008040959,0.013154063,0.008990569,0.17305009,0.049191445,0.5859545,0.008860601,0.0059042773
0.05658888,0.0046179197,0.005739369,0.007238897,0.10236317,0.014992964,0.010247425,0.43023726,0.009469217,0.3416759,0.010099288,0.0067296783
0.74362797,0.004843628,0.00601989,0.00759271,0.058489677,0.015725771,0.010748285,0.011375908,0.009932041,0.016239272,0.108346224,0.0070586023
0.0070381053,0.0032534504,0.004043542,0.037930302,0.30192977,0.010562952,0.0072195902,0.30311388,0.10516223,0.010907871,0.17126673,0.037571542
0.35101056,0.028644117,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.0066044526,0.06466792,0.0037943993,0.004785764,0.0060591865,0.040719584,0.71534646,0.007170353,0.0062602684,0.13346565,0.0066768196,0.0044491105
0.4992447,0.004843628,0.00601989,0.00759271,0.302873,0.015725771,0.010748285,0.10912923,0.009932041,0.016239272,0.010592908,0.0070586023
0.19706896,0.19271217,0.004654818,0.0058709853,0.08301992,0.049953166,0.12169113,0.0087963035,0.31002685,0.012556851,0.008190857,0.005457992
0.014825954,0.0068534794,0.008517828,0.0107432855,0.08275982,0.7138302,0.084366165,0.01609631,0.014053316,0.022977717,0.014988407,0.009987552
0.12229888,0.0028757972,0.14867136,0.06254687,0.06374639,0.24149232,0.035400994,0.006754194,0.20903298,0.00964171,0.09334761,0.004190889
0.011613338,0.005368408,0.006672111,0.008415338,0.010654537,0.017429568,0.0119128,0.17512493,0.22769679,0.12634304,0.011740589,0.38702855
0.014825954,0.0068534794,0.008517828,0.0107432855,0.013601919,0.16056694,0.015208257,0.01609631,0.15236913,0.5762409,0.014988407,0.009987552
0.009138167,0.0042242296,0.30363458,0.049248118,0.008383716,0.013714774,0.009373804,0.35093203,0.008661941,0.18466805,0.05186465,0.006155955
0.6607116,0.0064101657,0.13733578,0.0100483615,0.012722085,0.0854963,0.01422452,0.01505513,0.0131442845,0.021491416,0.0140188895,0.009341512
0.33728924,0.0064101657,0.0079668565,0.0100483615,0.07740654,0.15018076,0.01422452,0.01505513,0.0131442845,0.28022927,0.078703344,0.009341512
0.025341235,0.7209624,0.014559081,0.01836294,0.023249052,0.038032714,0.025994685,0.02751259,0.024020603,0.039274618,0.025618905,0.017071202
0.35101056,0.028644117,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.0048218607,0.0022289644,0.16021635,0.048478644,0.07190066,0.007236761,0.004946198,0.0052350205,0.0045705745,0.052457664,0.63465905,0.003248262
0.010478096,0.004843628,0.00601989,0.00759271,0.156243,0.21123241,0.108501606,0.011375908,0.25431532,0.016239272,0.20609954,0.0070586023
0.025587589,0.023158593,0.023665674,0.045414235,0.004144133,0.19641404,0.17319773,0.0891862,0.19391638,0.028071208,0.19420128,0.0030429342
0.113793254,0.0050925342,0.006329242,0.007982887,0.16427207,0.01653389,0.4224074,0.011960497,0.1646075,0.06846213,0.011137259,0.0074213324
0.009545037,0.00441231,0.13905662,0.051440854,0.05328126,0.19242248,0.009791166,0.0103629,0.009047607,0.05931746,0.45489228,0.0064300443
0.39650252,0.0020449793,0.0025415968,0.0032056412,0.004058616,0.10981801,0.06644508,0.025438625,0.08673618,0.006856219,0.2933724,0.002980141
0.05473052,0.0024493283,0.003044141,0.0038394856,0.27673683,0.08210014,0.005435198,0.0057525747,0.12860231,0.008211884,0.4255282,0.0035693976
0.08398386,0.14516927,0.008517828,0.0107432855,0.013601919,0.43719855,0.15352407,0.01609631,0.014053316,0.022977717,0.084146306,0.009987552
0.022662362,0.433324,0.11873201,0.016421758,0.12650335,0.13972421,0.023246735,0.024604177,0.021481337,0.03512282,0.022910679,0.015266572
0.09859357,0.00441231,0.22810516,0.0069165905,0.008756995,0.37051952,0.009791166,0.0103629,0.009047607,0.05931746,0.18774667,0.0064300443
0.008420312,0.0038923924,0.0048376494,0.12393504,0.20411421,0.13047086,0.32285997,0.16625306,0.007981496,0.013050057,0.008512576,0.00567237
0.24695636,0.0020036327,0.0024902094,0.0031408279,0.003976557,0.43109357,0.0044461745,0.0047057993,0.02432702,0.0067175967,0.26722234,0.002919887
0.2560428,0.0060207187,0.0074828337,0.009437878,0.43723124,0.019547421,0.13486949,0.07489505,0.012345709,0.020185715,0.013167178,0.008773972
0.033187225,0.015341203,0.48348725,0.024048356,0.030447276,0.049808163,0.034042995,0.19083768,0.031457707,0.051434577,0.03355087,0.02235668
0.35101056,0.028644117,0.03560026,0.04490156,0.05684922,0.09299863,0.063562915,0.06727453,0.058735833,0.09603537,0.06264405,0.041742973
0.012278491,0.0056758826,0.0070542553,0.008897325,0.011264774,0.07570272,0.012595105,0.013330569,0.01163861,0.07630446,0.01241303,0.7528448
0.2723027,0.022221185,0.027617538,0.03483319,0.044101793,0.07214535,0.049310062,0.05218942,0.04556537,0.07450115,0.048597235,0.256615
0.4995239,0.0030529893,0.0037943993,0.03559323,0.0060591865,0.009912116,0.0067747557,0.007170353,0.0062602684,0.010235783,0.0066768196,0.40494618
0.22830202,0.11371274,0.006672111,0.008415338,0.010654537,0.017429568,0.0119128,0.44598576,0.011008121,0.017998707,0.011740589,0.116167694
0.013866946,0.0064101657,0.3313892,0.0100483615,0.142091,0.020811835,0.01422452,0.01505513,0.0131442845,0.2155448,0.078703344,0.13871042
0.22229967,0.0068534794,0.008517828,0.07990119,0.013601919,0.22972485,0.015208257,0.085254215,0.014053316,0.29960933,0.014988407,0.009987552
0.025341235,0.7209624,0.014559081,0.01836294,0.023249052,0.038032714,0.025994685,0.02751259,0.024020603,0.039274618,0.025618905,0.017071202
0.009138167,0.0042242296,0.005250072,0.51813805,0.17888914,0.22684656,0.009373804,0.009921167,0.008661941,0.014162609,0.009238296,0.006155955
0.0027676122,0.0012793627,0.0015900524,0.19565466,0.29946786,0.24944264,0.028658869,0.0030047542,0.002623381,0.18502855,0.028617827,0.0018644108
0.15314177,0.0068534794,0.008517828,0.21821699,0.013601919,0.022251138,0.015208257,0.01609631,0.014053316,0.29960933,0.22246212,0.009987552
0.42482132,0.0029617453,0.003680997,0.0046427334,0.27485868,0.15904954,0.00657228,0.036842786,0.0359599,0.009929868,0.006477271,0.03420287
0.009989826,0.0046179197,0.005739369,0.007238897,0.009165063,0.43438444,0.05684648,0.010845801,0.056068268,0.3416759,0.056698337,0.0067296783
0.09753855,0.0018537154,0.002303885,0.2647855,0.3216758,0.23048675,0.004113499,0.041765083,0.022506805,0.0062149675,0.0040540346,0.0027014131
0.0072770114,0.07125332,0.004180799,0.3447203,0.006676219,0.044866227,0.0753541,0.00790054,0.07478722,0.045222856,0.3128592,0.004902182
0.005432847,0.0025114,0.0031212866,0.20667545,0.18238065,0.3376041,0.005572939,0.0058983583,0.030492054,0.13513167,0.08151938,0.0036598546
0.022662362,0.010475954,0.013020011,0.016421758,0.020791348,0.35114822,0.023246735,0.34174022,0.021481337,0.14083484,0.022910679,0.015266572
0.005432847,0.0025114,0.0031212866,0.7642068,0.004984309,0.008153743,0.030915275,0.0058983583,0.00514972,0.109789334,0.03083471,0.029002188
0.15131833,0.0028757972,0.0035741767,0.29470235,0.005707518,0.0673757,0.0063815564,0.006754194,0.0058969297,0.4159138,0.035308737,0.004190889
0.066180535,0.0029617453,0.093341194,0.57249063,0.06565156,0.009615876,0.066345744,0.036842786,0.0060731694,0.039816603,0.036364,0.0043161414
0.0048218607,0.0022289644,0.025262559,0.2958939,0.0044237664,0.4120981,0.07242309,0.09520421,0.07204747,0.0074730674,0.0048746956,0.003248262
0.015927464,0.0073626656,0.009150669,0.45731786,0.0146124875,0.09820037,0.23922637,0.091588266,0.015097422,0.02468487,0.016101986,0.010729587
0.018707208,0.0086476365,0.010747691,0.0135557465,0.017162735,0.028076215,0.019189594,0.020310128,0.017732302,0.2907808,0.5424878,0.01260217
0.0072770114,0.0033638878,0.004180799,0.20894144,0.3461234,0.3503687,0.007464657,0.00790054,0.006897778,0.011278135,0.041301467,0.004902182
0.12074566,0.021628764,0.00032891374,0.043143082,0.029900895,0.04625797,0.013939836,0.28636664,0.0005426652,0.13708352,0.29967642,0.00038566673
0.0070381053,0.0032534504,0.004043542,0.10359091,0.40042067,0.109053865,0.0072195902,0.0076411627,0.26931375,0.010907871,0.072775826,0.0047412417
0.07269871,0.0032534504,0.004043542,0.23491213,0.0064570364,0.14188416,0.0072195902,0.23745328,0.0066713216,0.24072,0.039945524,0.0047412417
0.013866946,0.0064101657,0.20202024,0.13941728,0.27145994,0.020811835,0.01422452,0.01505513,0.0131442845,0.2155448,0.078703344,0.009341512
0.017205786,0.007953586,0.009885092,0.012467776,0.015785271,0.025822846,0.17816745,0.098939046,0.33734506,0.26744303,0.017394315,0.011590733
