topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12
0.008344316,0.0039475895,0.009180997,0.0055102734,0.004189188,0.0055606044,0.013342234,0.9265512,0.009940649,0.005149371,0.005016728,0.003266883
0.008344316,0.0039475895,0.009180997,0.0055102734,0.004189188,0.0055606044,0.013342234,0.9265512,0.009940649,0.005149371,0.005016728,0.003266883
0.008344316,0.0039475895,0.009180997,0.0055102734,0.004189188,0.0055606044,0.013342234,0.9265512,0.009940649,0.005149371,0.005016728,0.003266883
0.02786502,0.013182585,0.030659031,0.4570388,0.01398938,0.16478167,0.044555075,0.023661898,0.033195816,0.017195817,0.16296546,0.0109094335
0.032072414,0.00055709813,0.0012956554,0.16143076,0.2848237,0.0007847326,0.008061871,0.0009999555,0.4401095,0.00072669785,0.0007079788,0.06842967
0.0015389195,0.0007280432,0.0016932262,0.0010162448,0.19457206,0.0010255271,0.034760583,0.001306791,0.7608812,0.0009496845,0.00092522154,0.0006025024
0.0013927192,0.25643325,0.016148044,0.00091969955,0.14685598,0.015543778,0.03145826,0.008490482,0.49128437,0.015475141,0.0008373237,0.015160942
0.29899362,0.3137798,0.0034465855,0.0020685804,0.0015726391,0.31438532,0.005008732,0.0026599912,0.053041946,0.001933096,0.0018833013,0.001226402
0.0027288168,0.3592553,0.07459531,0.10203203,0.0013699776,0.15932278,0.004363271,0.045272928,0.24666661,0.0016839834,0.0016406056,0.001068359
0.0666936,0.44085377,0.00438317,0.044437286,0.0019999924,0.42072058,0.006369819,0.0033828246,0.004745842,0.002458401,0.0023950748,0.0015596679
0.04676791,0.57836324,0.004476749,0.024036435,0.0020426915,0.19485752,0.11325365,0.0034550466,0.026196731,0.0025108866,0.0024462086,0.001592966
0.020946382,0.019179676,0.0036891347,0.2661158,0.0016833117,0.24854259,0.0405481,0.002847185,0.3382698,0.0020691352,0.037202723,0.018906152
0.40971056,0.0019248856,0.004476749,0.08808514,0.23688793,0.13080882,0.0065058116,0.0034550466,0.06889586,0.0025108866,0.04514534,0.001592966
0.029863328,0.27227944,0.030042188,0.029257488,0.21617201,0.0011887063,0.13389006,0.04831396,0.21740152,0.010460642,0.010432287,0.000698371
0.04963822,0.023483207,0.054615416,0.032779217,0.024920415,0.033078622,0.07936957,0.5630715,0.0591344,0.030632302,0.029843243,0.019433858
0.014727713,0.53303444,0.076815166,0.06340787,0.124885686,0.0015710245,0.016139762,0.014372109,0.11414043,0.038565475,0.0014173646,0.0009229849
0.039381023,0.01863066,0.043329738,0.02600575,0.22640993,0.026243286,0.06296871,0.033440843,0.04691492,0.02430247,0.43695453,0.015418064
0.0068456614,0.003238595,0.079372816,0.004520618,0.003436802,0.1482434,0.51383114,0.005813071,0.07999603,0.0042245346,0.004115714,0.14636163
0.06319637,0.0047857477,0.117291056,0.006680223,0.11123939,0.0067412397,0.06925545,0.008590111,0.27745312,0.27164456,0.006081887,0.05704088
0.061122157,0.0025156813,0.005850776,0.0035115334,0.05847422,0.0035436077,0.53864604,0.116124645,0.1458463,0.059086114,0.0031970115,0.0020818873
0.27986476,0.0027454984,0.036836535,0.06473486,0.0029135272,0.09522113,0.49649963,0.004927994,0.006913596,0.0035813223,0.0034890708,0.0022720757
0.34978464,0.006075762,0.014130535,0.0084809,0.006447608,0.14333509,0.35747695,0.010905605,0.082688086,0.007925432,0.0077212807,0.005028082
0.29420862,0.003238595,0.0075320723,0.004520618,0.003436802,0.0045619095,0.47791076,0.005813071,0.15183677,0.040144905,0.004115714,0.0026801447
0.07516586,0.0056921756,0.013238419,0.007945468,0.0060405456,0.19741967,0.39804193,0.010217091,0.014333791,0.0074250693,0.0072338064,0.25724617
0.009606099,0.0045445226,0.010569297,0.006343507,0.055227518,0.0064014485,0.7714327,0.05856199,0.061848685,0.005928031,0.0057753306,0.0037608836
0.36095148,0.010199883,0.023722094,0.0142375855,0.010824131,0.014367632,0.48699564,0.018308138,0.025684904,0.013305076,0.012962351,0.008441056
0.5463922,0.015440126,0.035909444,0.02155222,0.016385086,0.021749077,0.22343695,0.02771404,0.038880657,0.02014063,0.019621827,0.012777693
0.0059856363,0.0028317282,0.0065858127,0.00395269,0.16004339,0.25525016,0.44927818,0.005082771,0.0071307356,0.0036938032,0.06641399,0.033751104
0.017582115,0.10057427,0.019345064,0.0116105685,0.00882694,0.103973016,0.67390794,0.014930052,0.020945711,0.010850119,0.01057063,0.0068835733
0.007994293,0.0037819983,0.008795877,0.21501635,0.004013462,0.005327351,0.6419942,0.006788445,0.051471107,0.004933368,0.04675373,0.0031298457
0.26814198,0.0013290279,0.0030909497,0.001855134,0.20778026,0.0018720787,0.31404674,0.0023855201,0.003346701,0.1933628,0.0016889729,0.0010998558
0.026552094,0.0020107424,0.0046764286,0.0028067105,0.2920577,0.15894522,0.22981435,0.09281651,0.049667038,0.13643391,0.0025553184,0.0016640183
0.118413344,0.00075234385,0.0017497427,0.001050165,0.17603298,0.0010597572,0.51990205,0.0013504091,0.018583527,0.12614894,0.00095610355,0.03400063
0.0053175846,0.0025156813,0.14536221,0.0035115334,0.2816925,0.0035436077,0.4270369,0.0045154872,0.0063348804,0.114890695,0.0031970115,0.0020818873
0.062005397,0.0009030547,0.1523416,0.0012605359,0.000958323,0.02130423,0.70417845,0.0016209255,0.012290124,0.0011779756,0.001147632,0.0408117
0.002442554,0.0112508,0.12400179,0.05254659,0.0056818184,0.0001416091,0.08619685,0.0001804472,0.040394124,0.02466173,0.00012775848,0.6523739
0.017959177,0.0012888503,0.111380115,0.022611681,0.00011311646,0.019066269,0.08784733,0.00019132729,0.00026841744,0.004868074,0.0001354617,0.73427016
0.0033661597,9.512203e-05,0.12787999,0.01279315,0.016981442,0.0001339896,0.08261392,0.009666017,0.00023953218,0.011729422,0.0053960397,0.7291052
0.0002019187,9.552515e-05,0.14431448,0.037215922,0.0011608738,0.0192056,0.107332595,0.00017146155,0.014014078,0.00012460629,0.000121396544,0.6760415
0.00030647594,0.00014498986,0.05340557,0.06774394,0.009802658,0.02432622,0.113059305,0.021165969,0.0003651072,0.008229792,0.021089979,0.68035996
0.0004274607,0.0002022262,0.04308657,0.049627405,0.00021460275,0.0025278176,0.09937375,0.00036298312,0.0027521977,0.024936354,0.0002569958,0.77623165
0.0014009457,0.00010609111,0.06025808,0.030742105,0.00011258404,0.01544645,0.038012747,0.0060738917,0.013210777,0.024848942,0.006018289,0.80376905
0.02207008,9.855326e-05,0.12484125,0.012161535,0.0011976729,0.022000585,0.06810456,0.002363073,0.006806701,0.00012855625,0.00012524475,0.7401022
0.026354626,0.0003304523,0.13637947,0.081094794,0.0003506765,0.01512612,0.13672781,0.0079234615,0.05214438,0.00043105334,0.00041994982,0.5427172
0.0081027495,8.91936e-05,0.07143537,0.03474919,0.003062483,0.00012563878,0.07647578,0.0041172043,0.0388064,0.00011634719,0.000113350194,0.76280624
0.00023946894,0.000113289694,0.122147374,0.04413686,0.0013767582,0.008955326,0.055670444,0.00020334776,0.0015418162,0.00014777896,0.0064266473,0.75904083
0.00023562009,0.0013478083,0.052185502,0.018700685,0.00011829092,0.023647465,0.032521572,0.00020007948,0.011407752,0.017454157,0.028577466,0.8136036
0.0024344109,0.000100196106,0.12803362,0.035701763,0.00010632826,0.027923875,0.044791028,0.0001798456,0.029146355,0.00013069923,0.00568388,0.72576797
0.006266787,9.12703e-05,0.100430995,0.021385917,9.685619e-05,0.037584044,0.046874758,0.00016382437,0.0457838,0.000119056116,0.00011598934,0.74108666
0.00018118623,8.571689e-05,0.045833696,0.08093047,9.0962894e-05,0.029592922,0.052579064,0.00015385634,0.043948762,0.0029639585,0.011517518,0.7321219
0.019003596,8.928192e-05,0.06061329,0.024881037,0.01593885,0.022901664,0.046843816,0.01006282,0.027952008,0.009028771,0.00011346244,0.7625714
0.00019060943,9.0174886e-05,0.040216148,0.05613487,0.0010958543,0.057136178,0.0013049376,0.00016185816,0.013229163,0.00011762721,0.00011459724,0.83020794
0.0032462871,9.1734626e-05,0.031754617,0.062193125,9.734892e-05,0.05100223,0.009467191,0.00016465779,0.0032833829,0.00011966179,0.0011340397,0.8374457
0.0328852,0.0005712162,0.0013284902,0.08315956,0.17800173,0.0071401745,0.2933662,0.026367519,0.001438412,0.000745114,0.0007259206,0.37427047
0.0089037465,0.00086738245,0.020058004,0.04783893,0.15920545,0.062161483,0.015359742,0.00012876121,0.024845688,9.357466e-05,0.004865044,0.6556722
0.024688916,7.373037e-05,0.054144222,0.02708929,0.1718097,0.014005928,0.049315333,0.003403417,0.019812118,0.021358168,9.369901e-05,0.6142054
0.0076724538,0.0036297399,0.73309827,0.0050666006,0.08436927,0.005112879,0.012267953,0.12729123,0.009140254,0.0047347574,0.004612794,0.0030038422
0.005803366,0.0027454984,0.7067644,0.0038323253,0.0029135272,0.15612367,0.07018189,0.004927994,0.006913596,0.0035813223,0.033940338,0.0022720757
0.0020751322,0.0009817185,0.067614675,0.0013703395,0.34947634,0.0013828562,0.31908682,0.056205016,0.0024721213,0.0012805874,0.14279912,0.055255327
0.109838516,0.008317874,0.019345064,0.0116105685,0.00882694,0.011716619,0.028113112,0.19944285,0.2977149,0.010850119,0.2873398,0.0068835733
0.014056646,0.0005785471,0.0013455397,0.058559347,0.000613955,0.66816884,0.0019553984,0.0074553187,0.059208654,0.0007546766,0.00073523686,0.18656786
0.039223175,0.0008438875,0.06748158,0.0011779469,0.0008955347,0.61893857,0.11517037,0.038954113,0.07700382,0.0011007958,0.0010724403,0.03813776
0.0025129276,0.0143746,0.042322196,0.054402508,0.014447358,0.6873344,0.0699469,0.002133881,0.108479805,0.0015507557,0.0015108098,0.0009838362
0.021560257,0.010199883,0.5893741,0.0142375855,0.010824131,0.014367632,0.034474008,0.018308138,0.13881531,0.013305076,0.012962351,0.12157146
0.024310516,0.011500995,0.026748119,0.016053753,0.012204873,0.27132335,0.29399455,0.14820504,0.1565228,0.015002293,0.014615847,0.00951781
0.0053175846,0.0025156813,0.22906908,0.0035115334,0.0026696448,0.56158936,0.008502609,0.0045154872,0.09004174,0.003281541,0.0031970115,0.08578875
0.00088707585,0.005074305,0.061486352,0.0005857916,0.00044534836,0.0750654,0.5646299,0.0007532705,0.0010567805,0.07502168,0.04707973,0.16791436
0.20854905,0.0012377979,0.002878774,0.0017277898,0.001313553,0.15276083,0.58079493,0.002221768,0.0031169693,0.001614626,0.0015730347,0.042210884
0.2868724,0.025855727,0.0025938856,0.0015568048,0.0011835615,0.12527315,0.52331847,0.0020018981,0.015178721,0.013825052,0.0014173646,0.0009229849
0.17578407,0.0037819983,0.008795877,0.08917402,0.004013462,0.005327351,0.43225697,0.006788445,0.009523665,0.25661802,0.004806289,0.0031298457
0.006179727,0.00292355,0.16892986,0.00408086,0.0031024758,0.0041181347,0.7881075,0.0052475855,0.0073619573,0.003813579,0.0037153447,0.002419425
0.024310516,0.011500995,0.28187108,0.016053753,0.012204873,0.016200388,0.5491175,0.02064355,0.02896131,0.015002293,0.014615847,0.00951781
0.0044486853,0.025447637,0.0048947525,0.09630983,0.002233422,0.002964578,0.6373748,0.0037776513,0.0052997535,0.049431376,0.0026746162,0.16514286
0.017582115,0.008317874,0.20385785,0.19612338,0.00882694,0.011716619,0.4893951,0.014930052,0.020945711,0.010850119,0.01057063,0.0068835733
0.010115994,0.0047857477,0.011130319,0.006680223,0.0050786426,0.11290198,0.65313953,0.008590111,0.012051263,0.059323065,0.006081887,0.11012126
0.0113174645,0.005354148,0.012452261,0.007473629,0.00568183,0.007541893,0.7900972,0.06899504,0.07286728,0.006984134,0.006804229,0.0044309003
0.012842794,0.006075762,0.014130535,0.0084809,0.006447608,0.008558364,0.42486534,0.010905605,0.082688086,0.41225564,0.0077212807,0.005028082
0.0019281672,0.20326073,0.0021215035,0.0012732893,0.5877788,0.0012849194,0.0030830638,0.001637325,0.11358874,0.0011898936,0.07198124,0.010872324
0.010683054,0.0050540166,0.06781007,0.34338972,0.0053633302,0.0071191257,0.017081784,0.121183306,0.29300597,0.118704304,0.0064228126,0.004182522
0.016097058,0.26100746,0.017711101,0.010629893,0.008081381,0.010726986,0.025738563,0.09813304,0.35703275,0.17886178,0.009677793,0.006302159
0.08602848,0.0065147826,0.015151574,0.7316706,0.006913497,0.009176772,0.022018945,0.08395131,0.016405245,0.008498106,0.0082792025,0.0053914
0.65576243,0.002664365,0.006196573,0.003719075,0.0028274283,0.18106139,0.097659305,0.004782365,0.0067092893,0.0034754893,0.0033859638,0.031756323
0.03263695,0.015440126,0.035909444,0.02155222,0.016385086,0.021749077,0.052185208,0.5414693,0.038880657,0.19139238,0.019621827,0.012777693
0.02786502,0.013182585,0.030659031,0.3108262,0.01398938,0.01856909,0.33698025,0.023661898,0.033195816,0.1634084,0.016752869,0.0109094335
0.067120425,0.03175382,0.07385056,0.044323813,0.3858897,0.044728667,0.10732293,0.056996074,0.07996109,0.04142077,0.04035381,0.026278317
0.20202757,0.00082083873,0.0019090428,0.0011457741,0.00997528,0.17413613,0.26679623,0.0014733531,0.26608893,0.0010707302,0.0010431492,0.073512934
0.016097058,0.0076153125,0.017711101,0.010629893,0.5148657,0.010726986,0.19466667,0.013668999,0.1036406,0.09439772,0.009677793,0.006302159
0.22098942,0.0010382435,0.048476733,0.12811992,0.23141211,0.23177281,0.06108668,0.0018635808,0.00261446,0.0013543204,0.07041253,0.000859213
0.36109367,0.0011153033,0.12629601,0.0015568048,0.10014526,0.15001358,0.12747167,0.05148275,0.0028085087,0.07567612,0.0014173646,0.0009229849
0.31879377,0.00092151464,0.13501406,0.144378,0.05208209,0.103506416,0.2381938,0.0016540599,0.0023205185,0.0012020553,0.0011710915,0.0007626124
0.007994293,0.0037819983,0.008795877,0.0052791317,0.21375068,0.005327351,0.47420442,0.006788445,0.009523665,0.004933368,0.25649095,0.0031298457
0.021560257,0.010199883,0.023722094,0.0142375855,0.010824131,0.014367632,0.48699564,0.018308138,0.2519457,0.013305076,0.012962351,0.12157146
0.0010776945,0.0005098435,0.3008928,0.00071166904,0.0005410467,0.0007181694,0.2166075,0.012224836,0.35753942,0.0006650574,0.10809007,0.00042192815
0.012031979,0.70016485,0.013238419,0.07107935,0.0060405456,0.008018041,0.019238662,0.010217091,0.014333791,0.07055895,0.0072338064,0.06784452
0.025418343,0.15137187,0.11122459,0.0026868666,0.0020426915,0.0027114083,0.39079803,0.0034550466,0.004847164,0.28005525,0.023795776,0.001592966
0.019369032,0.009163242,0.021311155,0.012790582,0.009724046,0.012907411,0.030970322,0.016447432,0.02307448,0.011952846,0.011644952,0.8206445
0.0034129836,0.001614639,0.075389266,0.0022538065,0.0017134573,0.0022743926,0.112908326,0.0028981736,0.004065914,0.7900809,0.002051937,0.0013362172
0.0076724538,0.0036297399,0.008441767,0.045325298,0.0038518854,0.005112879,0.012267953,0.006515151,0.009140254,0.89042604,0.004612794,0.0030038422
0.006608289,0.037801135,0.0072708987,0.0043638665,0.0033176313,0.0044037257,0.045241233,0.005611504,0.007872507,0.87094903,0.0039730025,0.0025872113
0.11692674,0.0025156813,0.005850776,0.031413823,0.0026696448,0.0035436077,0.008502609,0.0045154872,0.117944025,0.70083874,0.0031970115,0.0020818873
0.10261129,0.002207684,0.00513446,0.0030816132,0.0023427978,0.0031097606,0.007461627,0.003962652,0.005559295,0.85989624,0.0028055985,0.0018270001
0.03518326,0.002664365,0.006196573,0.003719075,0.0028274283,0.0037530446,0.009005137,0.004782365,0.27267182,0.6536061,0.0033859638,0.0022049327
0.0054702163,0.0025878893,0.0060187117,0.0036123255,0.0027462721,0.0036453204,0.008746661,0.004645096,0.17873573,0.7783614,0.003288776,0.0021416442
0.0076724538,0.0036297399,0.008441767,0.0050666006,0.0038518854,0.005112879,0.012267953,0.006515151,0.009140254,0.93068475,0.004612794,0.0030038422
0.0068456614,0.003238595,0.0075320723,0.004520618,0.003436802,0.0045619095,0.046866316,0.005813071,0.1159164,0.79447275,0.004115714,0.0026801447
0.0056318687,0.002664365,0.065299354,0.003719075,0.0028274283,0.0037530446,0.3636218,0.18209071,0.0067092893,0.35809216,0.0033859638,0.0022049327
0.009145139,0.052312575,0.010062117,0.0060391068,0.0045912336,0.054080393,0.35052562,0.0077656987,0.010894676,0.48550484,0.0054981946,0.0035804133
0.008726393,0.0041283453,0.009601384,0.0057625826,0.004381006,0.051604114,0.28868654,0.007410116,0.010395821,0.60064083,0.0052464386,0.00341647
0.0034752197,0.001644082,0.040293835,0.0022949048,0.0017447023,0.0023158663,0.6073144,0.0029510222,0.004140056,0.33037603,0.0020893542,0.0013605831
0.0033529375,0.0015862319,0.1092498,0.0022141542,0.0016833117,0.0022343781,0.5331645,0.002847185,0.0039943806,0.33634457,0.0020158363,0.0013127085
0.028455956,0.0021549184,0.0050117415,0.0030079596,0.0022868027,0.0030354343,0.3657974,0.051669825,0.0054264227,0.5286317,0.0027385422,0.001783333
0.026552094,0.0020107424,0.0046764286,0.0028067105,0.002133803,0.025134183,0.2521162,0.048212826,0.005063365,0.62707436,0.0025553184,0.0016640183
0.0044486853,0.0021046163,0.0048947525,0.0029377448,0.002233422,0.002964578,0.33391556,0.0037776513,0.0052997535,0.63300693,0.0026746162,0.0017417046
0.004068775,0.0019248856,0.025826318,0.0026868666,0.0020426915,0.0027114083,0.2840502,0.0034550466,0.004847164,0.6643475,0.0024462086,0.001592966
0.004347208,0.0020566087,0.18726754,0.0028707332,0.0021824762,0.0028969545,0.0069510154,0.026502034,0.005178863,0.755431,0.0026136069,0.0017019754
0.16082068,0.0045445226,0.060974162,0.006343507,0.004822654,0.0064014485,0.21697922,0.008157128,0.011443821,0.5099766,0.0057753306,0.0037608836
0.008726393,0.0041283453,0.009601384,0.051551484,0.004381006,0.005815218,0.0139531605,0.007410116,0.010395821,0.87537426,0.0052464386,0.00341647
0.01484333,0.00702219,0.016331663,0.009801978,0.0074519585,0.009891509,0.023733903,0.012604382,0.017682975,0.86590075,0.008924033,0.005811312
0.10627861,0.0018460604,0.024768716,0.0025768378,0.0019590422,0.0026003744,0.35431933,0.0033135605,0.06607454,0.43238917,0.0023460349,0.0015277332
0.0786864,0.003238595,0.0075320723,0.004520618,0.003436802,0.04048228,0.11870706,0.005813071,0.00815529,0.722632,0.004115714,0.0026801447
0.0056318687,0.002664365,0.09485074,0.003719075,0.0028274283,0.0037530446,0.12721069,0.004782365,0.0067092893,0.7422603,0.0033859638,0.0022049327
0.13293383,0.0006588777,0.0015323665,0.00091969955,0.037238397,0.030159459,0.40415806,0.02310616,0.0016591573,0.3662514,0.0008373237,0.00054526347
0.21465732,0.0031262974,0.041945737,0.0043638665,0.03799247,0.0044037257,0.49601412,0.07496118,0.07722218,0.038752887,0.0039730025,0.0025872113
0.0005125299,0.00024247137,0.24529326,0.00033845555,0.00025731098,0.00034154698,0.38001555,0.00043522063,0.00061058096,0.34992966,0.00030814068,0.021715328
0.002546505,0.0012047191,0.016163796,0.028405525,0.014640403,0.0016969764,0.13769129,0.0021623936,0.0030336715,0.7899267,0.0015309971,0.0009969822
0.03263695,0.015440126,0.2071612,0.02155222,0.016385086,0.021749077,0.3946887,0.02771404,0.038880657,0.02014063,0.019621827,0.18402943
0.012031979,0.0056921756,0.013238419,0.007945468,0.0060405456,0.008018041,0.27177417,0.010217091,0.014333791,0.63876384,0.0072338064,0.00471064
0.025850886,0.00028456186,0.00066181185,0.00039720788,0.00030197747,0.000400836,0.21873774,0.00051077036,0.07015239,0.6821047,0.0003616307,0.00023549316
0.0032389683,0.0015323146,0.07154545,0.0021388931,0.0016260945,0.0021584297,0.15813783,0.0027504067,0.0038586082,0.7497976,0.0019473163,0.0012680884
0.010115994,0.05786612,0.17037143,0.11284097,0.0050786426,0.0067412397,0.5469788,0.008590111,0.012051263,0.0062426934,0.05916226,0.0039605126
0.002985287,0.0014123012,0.09727053,0.0019713717,0.0014987362,0.0019893781,0.11442359,0.0025349904,0.0035563959,0.76939386,0.0017947993,0.0011687697
0.007139171,0.013329973,0.033273723,0.0036691877,0.00031181902,0.00041389937,0.21283035,0.00052741653,0.056143507,0.6521902,0.0036324507,0.01653834
0.0032389683,0.0015323146,0.07154545,0.0021388931,0.0016260945,0.0021584297,0.17513324,0.0027504067,0.020854035,0.7158067,0.0019473163,0.0012680884
0.06287656,0.0025878893,0.034721885,0.0323155,0.0027462721,0.0036453204,0.066153005,0.004645096,0.0065167113,0.7783614,0.003288776,0.0021416442
0.00185317,0.00087671104,0.19651707,0.020671573,0.0009303671,0.0012349418,0.30440417,0.0015736403,0.002207696,0.43871927,0.030285863,0.0007255345
0.0017194146,0.0008134331,0.20037727,0.0011354369,0.0008632164,0.0011458079,0.2102568,0.0014600604,0.002048352,0.57847327,0.0010337378,0.000673168
0.051134724,0.0021046163,0.21498194,0.0029377448,0.025576442,0.002964578,0.10048536,0.0037776513,0.0052997535,0.5863209,0.0026746162,0.0017417046
0.0054702163,0.0025878893,0.0060187117,0.0036123255,0.0027462721,0.0036453204,0.037449833,0.004645096,0.0065167113,0.89317405,0.003288776,0.030844815
0.006608289,0.0031262974,0.1806451,0.0043638665,0.0033176313,0.0044037257,0.14926575,0.005611504,0.007872507,0.62822515,0.0039730025,0.0025872113
0.0037486472,0.0017734371,0.10247353,0.0024754659,0.0018819742,0.0024980768,0.28137115,0.0031832063,0.004465793,0.59240735,0.002253743,0.0014676328
0.033867847,0.0003728111,0.025676914,0.0005203913,0.3187888,0.0005251445,0.08809454,0.0006691721,0.025748653,0.45946866,0.00047378076,0.045793265
0.0011775801,0.006736065,0.03836946,0.0007776297,0.27246574,0.0007847326,0.014240838,0.013357889,0.0014028604,0.56919163,0.0007079788,0.08078761
0.0049068476,0.0023213672,0.0826401,0.1319757,0.20844008,0.003269895,0.26531664,0.18439627,0.057339724,0.05452223,0.0029500704,0.0019210798
0.012824074,0.0009711442,0.26076967,0.03366946,0.09797223,0.0013679609,0.08945266,0.0017431417,0.0024454934,0.4967463,0.0012341624,0.000803684
0.0017350685,0.00082083873,0.029221658,0.119500436,0.20116359,0.0011562397,0.27590045,0.0014733531,0.0020670006,0.31971788,0.0010431492,0.04620032
0.0023005828,0.0010883764,0.13531838,0.0015192187,0.049441215,0.0015330951,0.30546746,0.001953566,0.0027407024,0.49635354,0.001383145,0.00090070115
0.0035397676,0.0016746188,0.0781898,0.0023375298,0.038924653,0.020932654,0.15425013,0.0030058338,0.0042169527,0.689414,0.0021281613,0.0013858543
0.012031979,0.0056921756,0.013238419,0.007945468,0.0060405456,0.008018041,0.52430964,0.010217091,0.014333791,0.2599606,0.0072338064,0.1309784
0.0039021564,0.0018460604,0.20904633,0.22780503,0.0019590422,0.023075664,0.37479463,0.0033135605,0.0046486696,0.1457351,0.0023460349,0.0015277332
0.011143635,0.0008438875,0.11428081,0.0011779469,0.03833492,0.0011887063,0.27428776,0.01087457,0.002125041,0.5439719,0.0010724403,0.000698371
0.023097781,0.0009506644,0.10765244,0.011871139,0.0010088464,0.001339113,0.06647797,0.012250527,0.002393922,0.7709627,0.001208136,0.0007867357
0.0071007223,0.37594646,0.23136503,0.0046890504,0.0035648528,0.00473188,0.08587121,0.22958198,0.008459146,0.041640654,0.0042690607,0.0027800035
0.0012804329,0.101385556,0.0014088212,0.00084554986,0.02079879,0.5114709,0.035640627,0.0010872941,0.29042748,0.00079016946,0.00076981547,0.03409457
0.3315068,0.22707425,0.0042934236,0.0025768378,0.0019590422,0.023075664,0.006239395,0.0033135605,0.27082744,0.0024080644,0.0023460349,0.12437948
0.0033529375,0.0015862319,0.03887602,0.0022141542,0.0016833117,0.055014707,0.0053612157,0.002847185,0.8836666,0.0020691352,0.0020158363,0.0013127085
0.0056318687,0.68234634,0.006196573,0.003719075,0.0028274283,0.09240721,0.06810792,0.004782365,0.03626068,0.0034754893,0.09204013,0.0022049327
0.002546505,0.0012047191,0.0028018418,0.028405525,0.0012784497,0.0016969764,0.124329336,0.0021623936,0.7913889,0.0015714769,0.041616857,0.0009969822
0.28749445,0.0006787175,0.0015785084,0.0009473931,0.038359705,0.008483936,0.6421645,0.0012182546,0.0017091172,0.0008853424,0.00086253684,0.015617462
0.5659815,0.003359261,0.007812708,0.0046890504,0.0035648528,0.041990597,0.34668222,0.006029659,0.008459146,0.004381935,0.0042690607,0.0027800035
0.32625318,0.0005860685,0.072866194,0.0008180683,0.00062193675,0.046327554,0.5090032,0.0010519555,0.020976674,0.00076448784,0.013745369,0.006985296
0.49146405,0.04061798,0.007812708,0.0046890504,0.0035648528,0.00473188,0.42119968,0.006029659,0.008459146,0.004381935,0.0042690607,0.0027800035
0.43431947,0.0009506644,0.033843417,0.0013269923,0.0010088464,0.001339113,0.49878797,0.0017063818,0.002393922,0.0012400793,0.001208136,0.021875028
0.11200524,0.0008283805,0.029490141,0.2951676,0.00087907864,0.001166863,0.49894387,0.00148689,0.002085992,0.001080568,0.05617985,0.00068553793
0.5171925,0.0020107424,0.07158194,0.06971222,0.002133803,0.002832347,0.3190217,0.0036091544,0.005063365,0.0026228814,0.0025553184,0.0016640183
