company_name,Group,ticker,file_name,date,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,WA_sentiment,Close,D-1,D+1,D-2,D+2,D-3,D+3,D-5,D+5,D-10,D+10,D-15,D+15
Admiral Group,Motor/Personal,ADM.L,20150305_Admiral_Group_PLC-_Earnings_Call_2015-3-5_FS000000002425895293.pdf,2015-03-05,0.009458036270823944,0.5153701732445972,0.10060808510854871,0.011616290117034276,0.007248578617514376,0.03494405194536262,0.18709447418664577,0.02521437746968753,0.04424967699144218,0.026369939590656425,0.01731695200361661,0.020509402692760834,0.004249931995309224,1514.0,0.03769705277587389,0.0006605019815059445,0.034859876965140126,0.002642007926023778,0.025745257452574527,-0.042932628797886396,0.03063308373042886,-0.01915455746367239,0.036986301369863014,0.002642007926023778,0.027834351663272233,0.016512549537648614
Admiral Group,Motor/Personal,ADM.L,20150819_Admiral_Group_PLC-_Earnings_Call_2015-8-19_FS000000002226829522.pdf,2015-08-19,0.011144824751417856,0.6274302218875565,0.06807095229573148,0.008840501172412321,0.007209861311900277,0.038558127526086096,0.06094782323357869,0.0355597179027792,0.025808326261708876,0.06754915705411117,0.008625857720500386,0.040254638951631096,0.004719872530122792,1522.0,0.03819918144611187,0.042706964520367936,0.03467029231815092,0.025624178712220762,0.05694444444444444,-0.011169513797634692,0.062107466852756456,-0.010512483574244415,0.010624169986719787,0.02431011826544021,0.02079141515761234,0.011826544021024968
Admiral Group,Motor/Personal,ADM.L,20160303_Admiral_Group_PLC-_Earnings_Call_2016-3-3_FS000000002257977494.pdf,2016-03-03,0.04980564303359093,0.33436217628785064,0.0808681104263609,0.01441990397758465,0.03987091963750554,0.06375476951250315,0.11376726994174115,0.027016706478933845,0.03249310348012037,0.11147196221337309,0.005736222368637709,0.12643322036943375,0.006721952709967342,1919.0,0.0903409090909091,0.013027618551328817,0.08602150537634409,0.02344971339239187,0.10796766743648961,0.024491922876498175,0.1028735632183908,-0.010943199583116207,0.09845449341728678,-0.0020844189682126106,0.15255255255255254,-0.009900990099009901
Admiral Group,Motor/Personal,ADM.L,20160817_Admiral_Group_PLC-_Earnings_Call_2016-8-17_FS000000002425895173.pdf,2016-08-17,0.002315068111533266,0.5444675990986031,0.167688558405583,0.007249226895008648,0.0011622588372731018,0.04295186305670168,0.09982834293414097,0.025610666217937308,0.07635312318856644,0.02523132119714255,0.0033754093282880497,0.0037665931217272844,0.006523501054989239,2081.0,-0.07675244010647737,0.024026910139356077,-0.07920353982300884,0.023546371936568958,-0.07305122494432072,0.020663142719846227,-0.074288256227758,0.002402691013935608,-0.042778288868445265,-0.015377222489187891,-0.029384328358208957,-0.03363767419509851
Admiral Group,Motor/Personal,ADM.L,20170308_Admiral_Group_PLC-_Earnings_Call_2017-3-8_FS000000002425895251.pdf,2017-03-08,0.09497569259260323,0.4546090886726302,0.1047116575298184,0.0016923863611791278,0.007904215889389452,0.07392659249610282,0.12339650121320868,0.012593902754400815,0.03975021167432296,0.05917633984889651,0.02523425749349964,0.0020291721710837362,0.004909301296668141,1829.0,0.016675931072818232,0.04428649535265172,-0.000546448087431694,0.04100601421541826,0.00882515168229454,0.03936577364680153,0.004945054945054945,0.045379989065062874,-0.026091586794462194,0.08419901585565882,-0.020353508302088912,0.08091853471842538
Admiral Group,Motor/Personal,ADM.L,20170816_Admiral_Group_PLC-_Earnings_Call_2017-8-16_FS000000002369030677.pdf,2017-08-16,0.010174498810039005,0.6250204657948084,0.07350540796897309,0.010583717550670262,0.007058423060541016,0.0014550236690554913,0.15763787205613528,0.011376108559375818,0.010592205059809609,0.053512590439575465,0.03518007997088275,0.003903631243989934,0.0033451134870967265,2047.0,-0.06014692378328742,-0.022960429897410845,-0.05537609598523304,-0.040058622374206154,-0.04657661853749418,-0.0268685881778212,-0.059283088235294115,-0.04103566194430874,-0.04479701353243117,-0.05666829506595017,0.013868251609707775,-0.10210063507572056
Admiral Group,Motor/Personal,ADM.L,20180228_Admiral_Group_PLC-_Earnings_Call_2018-2-28_DN000000002403719696.pdf,2018-02-28,0.009357200339723553,0.6400055940652593,0.09881187466920552,0.009229367172234524,0.001106041261873253,0.032689359618234125,0.09032607999345449,0.010889918241088762,0.016765912679629135,0.07133620646868191,0.011781262479993872,0.0077011878388493415,0.0053054587095428445,1843.0,-0.04557224236147074,0.020889853499728703,-0.04705274043433299,0.0010851871947911015,-0.04160166406656266,0.01166576234400434,-0.028465998945703744,0.0198046663049376,-0.02150252190071675,0.031741725447639715,-0.0005422993492407809,0.027129679869777535
Admiral Group,Motor/Personal,ADM.L,20180815_Admiral_Group_PLC-_Earnings_Call_2018-8-15_FS000000002458342349.pdf,2018-08-15,0.007259504597456001,0.6314528439560684,0.04283057641743308,0.032814194656561164,0.008849027458398398,0.06842788208274315,0.07811956416155359,0.005449340720774251,0.04900622138318443,0.06707795999243456,0.0017796946290856265,0.006933220983698561,0.002632003573817478,2062.0,0.03203203203203203,-0.005819592628516004,0.02129767211490837,-0.01212415130940834,0.0377453447408153,-0.013579049466537343,0.03436167544519689,0.01212415130940834,0.04829689883070666,0.013094083414161009,0.08440704706810413,-0.016488845780795344
Admiral Group,Motor/Personal,ADM.L,20190307_Admiral_Group_PLC-_Earnings_Call_2019-3-7_FS000000002608763548.pdf,2019-03-07,0.008581938938445687,0.6248615816789375,0.16268154754198755,0.04139897937181528,0.014121707789961675,0.0012497867887076067,0.10153649329190088,0.02107531120746004,0.006322159190507704,0.0011573590966659096,0.014835116887044314,0.0021780517757732485,0.0032200451877443187,2088.0,-0.04701049748973072,0.02490421455938697,-0.04744525547445255,0.005747126436781609,-0.047879616963064295,0.021551724137931036,-0.04307974335472044,0.03735632183908046,-0.03823122984799632,0.034482758620689655,-0.027480204937121566,0.03065134099616858
Admiral Group,Motor/Personal,ADM.L,20190814_Admiral_Group_PLC-_Earnings_Call_2019-8-14_DN000000002692873437.pdf,2019-08-14,0.00874296645668603,0.29378995247571826,0.14872565889830605,0.10038587281402751,0.0015587002169565232,0.08360290173681939,0.17350529377625692,0.0075341275280712645,0.07565936233443063,0.047346208824380294,0.02029044423021034,0.03885850721981607,0.004653567392550713,2115.0,0.04084645669291338,0.0,0.05014895729890765,0.016548463356973995,0.031204290589956118,0.028368794326241134,0.021245774987928536,0.028368794326241134,-0.023996308260267652,0.002364066193853428,-0.047726249437190456,-0.02269503546099291
Admiral Group,Motor/Personal,ADM.L,20200305_Admiral_Group_PLC-_Earnings_Call_2020-3-5_DN000000002803539244.pdf,2020-03-05,0.007684478571769085,0.6663717232699082,0.08886966185377576,0.02405151774295815,0.0009176987010442929,0.06142947244967724,0.06177409027250681,0.003875075278487352,0.00575726558511602,0.0655772792290119,0.005063955948546936,0.008627839319864808,0.00292036150502993,2238.0,0.026134800550206328,-0.025915996425379804,0.023787740164684355,-0.0840035746201966,0.04579439252336449,-0.07149240393208221,0.025194686211635363,-0.15683646112600536,-0.02610966057441253,-0.032171581769437,-0.03367875647668394,0.03485254691689008
Admiral Group,Motor/Personal,ADM.L,20200812_Admiral_Group_PLC-_Earnings_Call_2020-8-12_RT000000002885502491.pdf,2020-08-12,0.00583028352414679,0.3832901906503273,0.06424653518461272,0.026977693896795184,0.22773821095402288,0.10408258383671067,0.11406507100199208,0.007541488610539842,0.01706263361334733,0.012469025204512891,0.007235771284705481,0.029460515733943905,0.005911141668056646,2708.0,0.07247524752475247,-0.007016248153618907,0.06782334384858044,-0.007385524372230428,0.0746031746031746,0.0014771048744460858,0.08667736757624397,-0.0103397341211226,0.12692467748647523,-0.019202363367799114,0.14069081718618365,-0.051698670605613
Admiral Group,Motor/Personal,ADM.L,20210304_Admiral_Group_PLC-_Earnings_Call_2021-3-4_DN000000002952054801.pdf,2021-03-04,0.0036836455433022796,0.44983747475437785,0.13878061029028735,0.0765057060246576,0.13890843263844097,0.033758339206083655,0.0634897772642006,0.0020216289901218622,0.027906550423657774,0.03348141206229473,0.008281158824254462,0.023345271218196642,0.006245660059572407,3063.0,-0.02669208770257388,-0.03395364022200457,-0.0428125,-0.04276852758733268,-0.020466901183242726,-0.037544890630101205,-0.014161570646926296,-0.04080966372837088,0.0036041939711664484,-0.024812275546849494,0.02716297786720322,-0.02415932092719556
Admiral Group,Motor/Personal,ADM.L,20210811_Admiral_Group_PLC-_Earnings_Call_2021-8-11_DN000000002962315297.pdf,2021-08-11,0.0019707040399266243,0.5373848691075825,0.10723369361429574,0.02114078935222291,0.09495887322267256,0.048980196279206675,0.11231358526346724,0.0016734457526442611,0.006027669581955423,0.03793366820505486,0.01310727169578928,0.017275248512878073,0.004762797267099783,3584.0,0.03914178022615251,0.008091517857142858,0.05102639296187683,0.006696428571428571,0.05102639296187683,0.010044642857142858,0.05010254907705831,0.022321428571428572,0.06921241050119331,0.018136160714285716,0.0870488322717622,-0.026785714285714284
DIRECT LINE,Motor/Personal,DLG.L,20140226_DIRECT_LINE_INSU-_Earnings_Call_2014-2-26_SD000000002797425799.pdf,2014-02-26,0.002195580154990034,0.5346808652602337,0.16304298614051335,0.010302256714551405,0.0017975981527502995,0.07829332448762243,0.03586497812321984,0.05419877237864453,0.07140466073229182,0.04191237973714411,0.00048050673280710315,0.005826093439651824,0.0011061382589194245,286.9089050292969,0.007662751885382304,-0.019011254776001654,0.00228646445452359,0.0057034934362651816,0.008435566699575276,-0.006463696856361547,0.017014771730081226,0.009125525677952644,0.019379686941933913,-0.03079829017518716,0.018195635573069704,-0.04372610935505457
DIRECT LINE,Motor/Personal,DLG.L,20140502_DIRECT_LINE_INSU-_Sales_Results_Call_2014-5-6_FS000000002140834525.pdf,2014-05-02,0.0021578969297350605,0.22729620579385576,0.48578063139079675,0.09399216556203929,0.0010833524912866026,0.0014380101759337179,0.034306121018658584,0.07590433453075339,0.0025707196832307094,0.07332835788248743,0.001297360037963404,0.0008448382084452582,0.0026723789580576206,271.6361999511719,0.004842698382199841,0.0,-0.005193883797244063,-0.0024095113175803774,0.012195045677405562,0.0020082069660907935,0.03233834163617446,0.0020082069660907935,0.05553197668454827,-0.026907726400759467,0.06683818107234858,-0.01686736565376265
DIRECT LINE,Motor/Personal,DLG.L,20140801_DIRECT_LINE_INSU-_Earnings_Call_2014-8-1_FS000000002435732584.pdf,2014-08-01,0.0012254469457860801,0.5855435898266876,0.13035825462527217,0.01916883327157636,0.0006152244763347227,0.03036154254347389,0.03700018055221663,0.13726257207399017,0.02870580833328741,0.00814246507721878,0.015016442693733593,0.006599639587410651,0.0015251821495616408,326.6180114746094,0.05052639596743694,0.015364089855015861,0.04175368534823436,0.016032150635279085,0.03170213584307852,-0.0050098952415292,0.04320573338131555,-0.021710106657071508,0.053854336450370535,-0.06980637169276044,0.07930790333018124,-0.040414220108181
DIRECT LINE,Motor/Personal,DLG.L,20141031_DIRECT_LINE_INSU-_Sales_Results_Call_2014-10-31_FS000000002179657956.pdf,2014-10-31,0.05303728623197715,0.39790702744050543,0.1651960278614193,0.12354191732893358,0.011258119012502933,0.0014355586022885532,0.003444510454284485,0.11602590317463422,0.07380262866982239,0.05221246261392692,0.0012951483013418355,0.0008433979317799859,0.0039003207886706827,301.0906982421875,-0.019538201692022895,-0.005434546844054514,-0.010398194228013217,0.006884353962137168,-0.010752921049958675,0.012318900806191682,-0.0018084756042964323,-0.01739109722748714,0.04308373720625626,0.015941999606735764,0.0,0.03115970379499987
DIRECT LINE,Motor/Personal,DLG.L,20150303_DIRECT_LINE_INSU-_Earnings_Call_2015-3-3_FS000000002421837526.pdf,2015-03-03,0.05389098192014292,0.27321904190284796,0.22481130889792628,0.1378559488553977,0.000464290580272283,0.0682874834403798,0.033374774960711104,0.07655284327268194,0.03833897893657076,0.0412470432906369,0.001628118187084141,0.05032918521920334,0.0012928647357096819,358.25439453125,-0.006353968919825283,0.012789285203181115,0.0030542911226643164,0.038672218398402625,0.007362002463297037,0.04049941734075684,-0.007554965086871742,0.011875685732004006,0.03270452080495018,-0.021010998970976073,0.03596227383485925,0.007917010242536169
DIRECT LINE,Motor/Personal,DLG.L,20150506_DIRECT_LINE_INSU-_Sales_Results_Call_2015-5-6_FS000000002209596861.pdf,2015-05-06,0.002918353627924514,0.13778752761485802,0.2351026898665398,0.3156630017759148,0.0014651329068692473,0.001944774086392251,0.004666333134333423,0.08766712374767754,0.003476657806187756,0.16548920641382533,0.0017545580020504048,0.04206463247873307,0.003322030519968963,345.2726135253906,0.007961941192339204,0.0028434951612146234,-0.004716775730412752,0.017377219317877588,-0.00814766098071752,0.021168752435611685,-0.02163813776042948,0.011058174228799936,-0.02943872135191526,0.0328592465917788,-0.039453663516264496,0.06477080877466315
DIRECT LINE,Motor/Personal,DLG.L,20150804_DIRECT_LINE_INSU-_Earnings_Call_2015-8-4_FS000000002421851920.pdf,2015-08-04,0.0026419802343162213,0.5816348212070825,0.08433372953155314,0.14456483700517336,0.0006321736243902385,0.06755743792938461,0.03966308604845142,0.0496389252726279,0.0024179304505426782,0.015073850587140251,0.0012159677714242887,0.01062528273801138,0.0015894625103169298,375.79998779296875,0.026775922931608607,0.023416760501319855,0.027056556604603692,0.026876014985609313,0.030718544986182133,0.022086265513982458,0.029871181361478753,0.018360895790831635,0.04650509998777087,-0.018360814583862194,0.0727947498961113,-0.0635976441533337
DIRECT LINE,Motor/Personal,DLG.L,20151103_DIRECT_LINE_INSU-_Sales_Results_Call_2015-11-3_FS000000002238303591.pdf,2015-11-03,0.0819023148038587,0.05673899128731821,0.4089078290765802,0.1631425798616231,0.0016944945606031593,0.06773320533912094,0.04933781076975606,0.060689237830283016,0.08603924855055735,0.020463622289783805,0.002029228236615899,0.0013214293315614344,0.00871816414454724,394.79998779296875,0.008429087593789911,0.0,0.0010141833232111023,-0.009118479476309685,-0.003533630416273001,0.005319164560402313,0.007142826002471301,0.0005066165481649799,0.02705513543604531,0.02380958638476916,0.052799967447916665,0.02026342514527929
DIRECT LINE,Motor/Personal,DLG.L,20160301_DIRECT_LINE_INSU-_Earnings_Call_2016-3-1_FS000000002421805738.pdf,2016-03-01,0.1614103689984529,0.25164609000501253,0.16434414963646402,0.13422096086615962,0.02197533811387345,0.06210896343976903,0.03845321908254592,0.029361254865952875,0.11846725520858827,0.007083028564151945,0.0008859197223824484,0.010043445128576729,0.0037202565025600274,409.6000061035156,0.05404014325827365,-0.004394575887999298,0.05349799116151884,-0.025878920765535225,0.06583403360443658,-0.026611312827299345,0.08589605739116786,-0.04296876426087671,0.11973761556092863,-0.10693363686004823,0.17296675768921466,-0.07177732777927327
DIRECT LINE,Motor/Personal,DLG.L,20160504_DIRECT_LINE_INSU-_Sales_Results_Call_2016-5-4_FS000000002273284272.pdf,2016-05-04,0.05071056294069542,0.22598389024097407,0.2855791459877635,0.05970071021186697,0.02536770908710928,0.004058341374515387,0.2364944347916162,0.009652295430518536,0.06293415943536468,0.022317906477223166,0.0036613997522716257,0.013539435688472257,0.004206714589559271,371.0,0.007331013566443556,0.0032345342507580865,0.025145084987535354,0.016172506738544475,0.033138383999509136,0.02425876010781671,0.06456241032998565,0.021024225857058626,0.032276033112167216,-0.0037735684541357816,0.019791128226009265,-0.0024258595592570754
DIRECT LINE,Motor/Personal,DLG.L,20160802_DIRECT_LINE_INSU-_Earnings_Call_2016-8-2_FS000000002421803980.pdf,2016-08-02,0.06805086635929887,0.4861333640333043,0.09286526585346665,0.04111315809487997,0.01816429908221264,0.09626770458457065,0.0014229139552443192,0.0076195477844102286,0.172756258967083,0.000549166786795981,0.01470904728346329,0.0003484044512884802,0.001242037355275103,399.8999938964844,0.12616160806234697,-0.022255548968045675,0.14191884625084333,-0.014503595602629838,0.1494682406216779,-0.012253048190225171,0.16317628881737545,-0.019004766740463905,0.16216212381054837,-0.06401602024065618,0.15578032918059068,-0.0675168802502884
DIRECT LINE,Motor/Personal,DLG.L,20161108_DIRECT_LINE_INSU-_Sales_Results_Call_2016-11-8_FS000000002315404135.pdf,2016-11-08,0.032693567152670404,0.350774512806989,0.15906085385829796,0.20639626017635146,0.0018698802088116602,0.02225614956675191,0.005955421819879081,0.003162750536841638,0.20217835955403035,0.01195480215428166,0.0022392599073038774,0.001458201560909991,0.008215938151340006,353.20001220703125,0.00943131857133774,0.029728198293054797,0.024956488540897583,0.01925251290473591,0.0005666068187854108,0.006794999472077022,0.0036942834131713314,0.003680599513135778,0.005408552462524535,0.007927484983572177,-0.01588181049425468,-0.003114399958941244
DIRECT LINE,Motor/Personal,DLG.L,20170307_DIRECT_LINE_INSU-_Earnings_Call_2017-3-7_FS000000002435756914.pdf,2017-03-07,0.0007090666353698796,0.6010662696053857,0.08351677910795642,0.1074159896980829,0.004572615094561472,0.0006560409619916934,0.031612086776240514,0.05044391288692006,0.10961363913079604,0.009010104297347093,0.00042630150859792324,0.0009571686788487654,0.001365636983651776,338.20001220703125,-0.029276641412581985,-0.007983477556406535,-0.02226071646522624,0.0076876862569298455,-0.02367200298480244,0.020106409070163176,-0.015429367665120087,0.018332292920373305,-0.05662479161218619,0.005322258214073855,-0.05846324968356705,0.0011827140214279953
DIRECT LINE,Motor/Personal,DLG.L,20170503_DIRECT_LINE_INSU-_Sales_Results_Call_2017-5-3_FS000000002352648498.pdf,2017-05-03,0.005159166938972047,0.25010239615039626,0.2334402741684328,0.0025640541229787817,0.0019493234471508252,0.0025874742604936572,0.0062084418742007815,0.02877630914004226,0.08101499137241253,0.17427222248915622,0.002334396508499356,0.21159094875104228,0.005589871040339359,359.20001220703125,0.009839752262822144,0.006681497257581094,0.028636883305924028,-0.007795150933717216,0.038150324297778176,-0.006959910676615125,0.0312949319439584,-0.0025056358114591464,0.058338298958796685,-0.02505567843581445,0.0429733408038192,-0.03285082936953167
DIRECT LINE,Motor/Personal,DLG.L,20170801_DIRECT_LINE_INSU-_Earnings_Call_2017-8-1_FS000000002620927942.pdf,2017-08-01,0.00676728645626278,0.46753354738108893,0.320546156432514,0.0441153010432507,0.0009711725252157098,0.006178674590478821,0.08960467931662652,0.005375796578203532,0.04715557235245607,0.001193770217504989,0.008922880986052054,0.001635168619044319,0.004545118746504093,395.0,0.054458071447140106,0.0037974683544303796,0.064116344316537,0.02101262732397152,0.05586739790295867,0.02278481012658228,0.06440310833575585,0.041265791880933544,0.08785456722738268,0.0017721828026107595,0.086059903058655,-0.025063275687302215
DIRECT LINE,Motor/Personal,DLG.L,20171107_DIRECT_LINE_INSU-_Sales_Results_Call_2017-11-7_FS000000002381168089.pdf,2017-11-07,0.004078649095896677,0.6555379526401185,0.11215157018175703,0.015500916828602178,0.0014230461766446929,0.0018889093930579848,0.12719421919709406,0.006139347271895601,0.05789319898614288,0.0017492155622225215,0.0017041573670523345,0.01473884615417732,0.004870173550383426,355.8999938964844,-0.030245248238462193,-0.0002809949570966061,-0.02626540657596614,0.0036527629470119996,-0.03576269842523181,-0.0005619041665712724,-0.0425074463052385,0.007586435103498666,-0.044307197289016303,0.002247873909150909,-0.0539607061452601,0.008710329184263151
DIRECT LINE,Motor/Personal,DLG.L,20180227_DIRECT_LINE_INSU-_Earnings_Call_2018-2-27_DN000000002406854729.pdf,2018-02-27,0.03593751253140733,0.5436217396335721,0.2504547755173858,0.05870345003449895,0.0006790210814406225,0.029449108594874124,0.027088968459482454,0.010081536703472227,0.024733024129304844,0.008789554004484855,0.00876805376312237,0.0016932583932052806,0.004095666683521262,387.8999938964844,-0.0018013695214528125,-0.013147734425787644,-0.000772844670563462,-0.02397522026115463,-0.007674597203484328,-0.0363495909393553,-0.0002577476894732603,-0.031193622825229157,0.005443250829345666,-0.011858742397256108,0.07065969353039114,0.0012889920285315364
DIRECT LINE,Motor/Personal,DLG.L,20180227_DIRECT_LINE_INSU-_Earnings_Call_2018-2-27_SD000000002902637982.pdf,2018-02-27,0.032964354797648865,0.5404234973834727,0.24683433055605472,0.07503396621981902,0.0006611315614777624,0.019652589661353984,0.03098216655920312,0.012991920131047942,0.03284526585676224,0.0043173314748112335,0.002777890414195908,0.0005155747627550746,0.003056618122609224,387.8999938964844,-0.0018013695214528125,-0.013147734425787644,-0.000772844670563462,-0.02397522026115463,-0.007674597203484328,-0.0363495909393553,-0.0002577476894732603,-0.031193622825229157,0.005443250829345666,-0.011858742397256108,0.07065969353039114,0.0012889920285315364
DIRECT LINE,Motor/Personal,DLG.L,20180502_DIRECT_LINE_INSU-_Sales_Results_Call_2018-5-2_FS000000002424994470.pdf,2018-05-02,0.02610246606481059,0.26243473683888635,0.24350265655499767,0.0029099747031492464,0.0022123095109995434,0.08971989508854404,0.05043770108169786,0.09337834345504335,0.20051217655864903,0.0027193822133272476,0.002649333343039708,0.02342107394979461,0.008215426745778184,365.79998779296875,-0.027903269573787096,-0.006287555685404972,-0.022709057646834563,-0.001366867186127366,-0.02140181985353848,0.008747983361996054,-0.02375239958397709,0.021049788037142348,-0.012952018973270439,0.024603609350292585,0.03508770263339761,0.01339536516561001
